,Mainline,Fork,Pr nr,Patch classification,Interesting
149,apache/kafka,linkedin/kafka,15346,MO,1
158,apache/kafka,linkedin/kafka,15296,MO,1
157,apache/kafka,linkedin/kafka,15311,MO,1
156,apache/kafka,linkedin/kafka,15315,ED,1
242,apache/kafka,linkedin/kafka,14910,MO,1
3,apache/kafka,linkedin/kafka,16141,MO,1
243,apache/kafka,linkedin/kafka,14902,ED,1
226,apache/kafka,linkedin/kafka,14980,MO,1
164,apache/kafka,linkedin/kafka,15282,MO,1
130,apache/kafka,linkedin/kafka,15419,MO,1
133,apache/kafka,linkedin/kafka,15409,MO,1
135,apache/kafka,linkedin/kafka,15399,MO,1
216,apache/kafka,linkedin/kafka,15033,MO,1
137,apache/kafka,linkedin/kafka,15392,MO,1
35,apache/kafka,linkedin/kafka,15889,MO,1
170,apache/kafka,linkedin/kafka,15233,ED,1
45,apache/kafka,linkedin/kafka,15792,MO,1
33,apache/kafka,linkedin/kafka,15904,MO,1
219,apache/kafka,linkedin/kafka,15015,MO,1
47,apache/kafka,linkedin/kafka,15784,MO,1
224,apache/kafka,linkedin/kafka,14996,MO,1
31,apache/kafka,linkedin/kafka,15910,MO,1
30,apache/kafka,linkedin/kafka,15919,SP,1
29,apache/kafka,linkedin/kafka,15922,MO,1
172,apache/kafka,linkedin/kafka,15222,CC,0
169,apache/kafka,linkedin/kafka,15243,NA,0
178,apache/kafka,linkedin/kafka,15196,NE,0
165,apache/kafka,linkedin/kafka,15266,NA,0
167,apache/kafka,linkedin/kafka,15262,CC,0
168,apache/kafka,linkedin/kafka,15247,CC,0
177,apache/kafka,linkedin/kafka,15199,NA,0
175,apache/kafka,linkedin/kafka,15207,NA,0
166,apache/kafka,linkedin/kafka,15263,CC,0
160,apache/kafka,linkedin/kafka,15292,CC,0
161,apache/kafka,linkedin/kafka,15290,CC,0
162,apache/kafka,linkedin/kafka,15287,CC,0
163,apache/kafka,linkedin/kafka,15285,CC,0
179,apache/kafka,linkedin/kafka,15194,NE,0
171,apache/kafka,linkedin/kafka,15228,NE,0
196,apache/kafka,linkedin/kafka,15122,CC,0
180,apache/kafka,linkedin/kafka,15193,CC,0
228,apache/kafka,linkedin/kafka,14975,CC,0
214,apache/kafka,linkedin/kafka,15061,NE,0
215,apache/kafka,linkedin/kafka,15037,CC,0
217,apache/kafka,linkedin/kafka,15031,NA,0
218,apache/kafka,linkedin/kafka,15030,NE,0
220,apache/kafka,linkedin/kafka,15006,CC,0
221,apache/kafka,linkedin/kafka,15004,NE,0
222,apache/kafka,linkedin/kafka,15003,NE,0
223,apache/kafka,linkedin/kafka,15001,NE,0
225,apache/kafka,linkedin/kafka,14989,CC,0
227,apache/kafka,linkedin/kafka,14977,CC,0
230,apache/kafka,linkedin/kafka,14964,NE,0
181,apache/kafka,linkedin/kafka,15186,NA,0
231,apache/kafka,linkedin/kafka,14960,CC,0
232,apache/kafka,linkedin/kafka,14959,CC,0
233,apache/kafka,linkedin/kafka,14955,NA,0
234,apache/kafka,linkedin/kafka,14954,NE,0
236,apache/kafka,linkedin/kafka,14947,NE,0
237,apache/kafka,linkedin/kafka,14939,CC,0
238,apache/kafka,linkedin/kafka,14927,NE,0
239,apache/kafka,linkedin/kafka,14918,CC,0
240,apache/kafka,linkedin/kafka,14914,CC,0
241,apache/kafka,linkedin/kafka,14913,NE,0
213,apache/kafka,linkedin/kafka,15068,CC,0
212,apache/kafka,linkedin/kafka,15069,CC,0
211,apache/kafka,linkedin/kafka,15073,NE,0
210,apache/kafka,linkedin/kafka,15076,CC,0
182,apache/kafka,linkedin/kafka,15185,NA,0
183,apache/kafka,linkedin/kafka,15182,NE,0
184,apache/kafka,linkedin/kafka,15176,CC,0
185,apache/kafka,linkedin/kafka,15174,NA,0
186,apache/kafka,linkedin/kafka,15170,NE,0
187,apache/kafka,linkedin/kafka,15169,CC,0
188,apache/kafka,linkedin/kafka,15162,CC,0
189,apache/kafka,linkedin/kafka,15155,NE,0
192,apache/kafka,linkedin/kafka,15136,CC,0
193,apache/kafka,linkedin/kafka,15135,NA,0
194,apache/kafka,linkedin/kafka,15134,NA,0
195,apache/kafka,linkedin/kafka,15127,CC,0
154,apache/kafka,linkedin/kafka,15324,NE,0
197,apache/kafka,linkedin/kafka,15120,CC,0
198,apache/kafka,linkedin/kafka,15117,NA,0
199,apache/kafka,linkedin/kafka,15104,CC,0
201,apache/kafka,linkedin/kafka,15100,NE,0
203,apache/kafka,linkedin/kafka,15096,NA,0
204,apache/kafka,linkedin/kafka,15093,CC,0
206,apache/kafka,linkedin/kafka,15084,CC,0
208,apache/kafka,linkedin/kafka,15079,CC,0
155,apache/kafka,linkedin/kafka,15317,CC,0
122,apache/kafka,linkedin/kafka,15459,NA,0
153,apache/kafka,linkedin/kafka,15327,NE,0
36,apache/kafka,linkedin/kafka,15880,NE,0
38,apache/kafka,linkedin/kafka,15835,NE,0
39,apache/kafka,linkedin/kafka,15828,CC,0
40,apache/kafka,linkedin/kafka,15817,NE,0
41,apache/kafka,linkedin/kafka,15816,NE,0
42,apache/kafka,linkedin/kafka,15811,NA,0
43,apache/kafka,linkedin/kafka,15801,NE,0
44,apache/kafka,linkedin/kafka,15793,CC,0
46,apache/kafka,linkedin/kafka,15787,CC,0
50,apache/kafka,linkedin/kafka,15777,CC,0
51,apache/kafka,linkedin/kafka,15773,CC,0
52,apache/kafka,linkedin/kafka,15771,CC,0
53,apache/kafka,linkedin/kafka,15760,NE,0
54,apache/kafka,linkedin/kafka,15757,CC,0
55,apache/kafka,linkedin/kafka,15755,CC,0
56,apache/kafka,linkedin/kafka,15746,NA,0
59,apache/kafka,linkedin/kafka,15738,NA,0
61,apache/kafka,linkedin/kafka,15733,CC,0
62,apache/kafka,linkedin/kafka,15732,NE,0
63,apache/kafka,linkedin/kafka,15725,CC,0
37,apache/kafka,linkedin/kafka,15849,NE,0
34,apache/kafka,linkedin/kafka,15900,NA,0
152,apache/kafka,linkedin/kafka,15331,NA,0
32,apache/kafka,linkedin/kafka,15906,NE,0
2,apache/kafka,linkedin/kafka,16142,NE,0
4,apache/kafka,linkedin/kafka,16125,NE,0
5,apache/kafka,linkedin/kafka,16117,NE,0
6,apache/kafka,linkedin/kafka,16114,NA,0
7,apache/kafka,linkedin/kafka,16112,NA,0
8,apache/kafka,linkedin/kafka,16099,CC,0
10,apache/kafka,linkedin/kafka,16090,NE,0
11,apache/kafka,linkedin/kafka,16081,CC,0
12,apache/kafka,linkedin/kafka,16072,CC,0
14,apache/kafka,linkedin/kafka,16044,NE,0
17,apache/kafka,linkedin/kafka,15991,CC,0
18,apache/kafka,linkedin/kafka,15987,NE,0
19,apache/kafka,linkedin/kafka,15984,NA,0
20,apache/kafka,linkedin/kafka,15979,NA,0
21,apache/kafka,linkedin/kafka,15977,NA,0
24,apache/kafka,linkedin/kafka,15955,NA,0
25,apache/kafka,linkedin/kafka,15950,NE,0
26,apache/kafka,linkedin/kafka,15945,CC,0
28,apache/kafka,linkedin/kafka,15937,NE,0
68,apache/kafka,linkedin/kafka,15701,NE,0
70,apache/kafka,linkedin/kafka,15697,CC,0
72,apache/kafka,linkedin/kafka,15677,NE,0
74,apache/kafka,linkedin/kafka,15668,NE,0
121,apache/kafka,linkedin/kafka,15463,CC,0
1,apache/kafka,linkedin/kafka,16146,NE,0
124,apache/kafka,linkedin/kafka,15440,NE,0
127,apache/kafka,linkedin/kafka,15433,NE,0
128,apache/kafka,linkedin/kafka,15432,NE,0
131,apache/kafka,linkedin/kafka,15412,NA,0
132,apache/kafka,linkedin/kafka,15410,CC,0
134,apache/kafka,linkedin/kafka,15405,NA,0
136,apache/kafka,linkedin/kafka,15393,NA,0
138,apache/kafka,linkedin/kafka,15391,CC,0
139,apache/kafka,linkedin/kafka,15383,NE,0
140,apache/kafka,linkedin/kafka,15375,NE,0
141,apache/kafka,linkedin/kafka,15370,NA,0
142,apache/kafka,linkedin/kafka,15368,NE,0
143,apache/kafka,linkedin/kafka,15362,NE,0
145,apache/kafka,linkedin/kafka,15353,CC,0
147,apache/kafka,linkedin/kafka,15350,NA,0
150,apache/kafka,linkedin/kafka,15343,CC,0
151,apache/kafka,linkedin/kafka,15335,CC,0
113,apache/kafka,linkedin/kafka,15490,CC,0
110,apache/kafka,linkedin/kafka,15500,NA,0
105,apache/kafka,linkedin/kafka,15521,NE,0
86,apache/kafka,linkedin/kafka,15592,NE,0
75,apache/kafka,linkedin/kafka,15663,CC,0
77,apache/kafka,linkedin/kafka,15643,NE,0
79,apache/kafka,linkedin/kafka,15632,NA,0
80,apache/kafka,linkedin/kafka,15630,CC,0
81,apache/kafka,linkedin/kafka,15629,NE,0
82,apache/kafka,linkedin/kafka,15609,CC,0
83,apache/kafka,linkedin/kafka,15608,CC,0
84,apache/kafka,linkedin/kafka,15605,CC,0
87,apache/kafka,linkedin/kafka,15591,NE,0
104,apache/kafka,linkedin/kafka,15523,CC,0
88,apache/kafka,linkedin/kafka,15589,NE,0
89,apache/kafka,linkedin/kafka,15586,NE,0
90,apache/kafka,linkedin/kafka,15583,NE,0
94,apache/kafka,linkedin/kafka,15562,NA,0
95,apache/kafka,linkedin/kafka,15559,CC,0
97,apache/kafka,linkedin/kafka,15557,CC,0
101,apache/kafka,linkedin/kafka,15530,CC,0
103,apache/kafka,linkedin/kafka,15527,NE,0
244,apache/kafka,linkedin/kafka,14895,NE,0
157,apache/kafka,linkedin/kafka,17078,MO,1
120,apache/kafka,linkedin/kafka,17269,MO,1
108,apache/kafka,linkedin/kafka,17353,MO,1
110,apache/kafka,linkedin/kafka,17342,ED,1
111,apache/kafka,linkedin/kafka,17319,MO,1
112,apache/kafka,linkedin/kafka,17312,MO,1
233,apache/kafka,linkedin/kafka,16661,MO,1
231,apache/kafka,linkedin/kafka,16675,ED,1
226,apache/kafka,linkedin/kafka,16709,MO,1
267,apache/kafka,linkedin/kafka,16451,ED,1
224,apache/kafka,linkedin/kafka,16720,MO,1
128,apache/kafka,linkedin/kafka,17207,MO,1
222,apache/kafka,linkedin/kafka,16722,MO,1
131,apache/kafka,linkedin/kafka,17203,MO,1
220,apache/kafka,linkedin/kafka,16724,ED,1
219,apache/kafka,linkedin/kafka,16730,MO,1
238,apache/kafka,linkedin/kafka,16646,MO,1
105,apache/kafka,linkedin/kafka,17374,MO,1
104,apache/kafka,linkedin/kafka,17379,MO,1
103,apache/kafka,linkedin/kafka,17382,MO,1
102,apache/kafka,linkedin/kafka,17384,MO,1
242,apache/kafka,linkedin/kafka,16625,ED,1
98,apache/kafka,linkedin/kafka,17411,MO,1
243,apache/kafka,linkedin/kafka,16623,MO,1
188,apache/kafka,linkedin/kafka,16892,ED,1
251,apache/kafka,linkedin/kafka,16570,MO,1
87,apache/kafka,linkedin/kafka,17475,ED,1
253,apache/kafka,linkedin/kafka,16559,MO,1
254,apache/kafka,linkedin/kafka,16558,MO,1
258,apache/kafka,linkedin/kafka,16509,MO,1
259,apache/kafka,linkedin/kafka,16508,MO,1
76,apache/kafka,linkedin/kafka,17541,MO,1
75,apache/kafka,linkedin/kafka,17566,ED,1
134,apache/kafka,linkedin/kafka,17191,MO,1
218,apache/kafka,linkedin/kafka,16736,MO,1
217,apache/kafka,linkedin/kafka,16738,SP,1
201,apache/kafka,linkedin/kafka,16826,ED,1
185,apache/kafka,linkedin/kafka,16933,MO,1
181,apache/kafka,linkedin/kafka,16954,MO,1
179,apache/kafka,linkedin/kafka,16956,MO,1
177,apache/kafka,linkedin/kafka,16975,MO,1
175,apache/kafka,linkedin/kafka,16988,MO,1
173,apache/kafka,linkedin/kafka,16994,MO,1
172,apache/kafka,linkedin/kafka,17004,MO,1
171,apache/kafka,linkedin/kafka,17005,ED,1
169,apache/kafka,linkedin/kafka,17025,MO,1
168,apache/kafka,linkedin/kafka,17026,MO,1
198,apache/kafka,linkedin/kafka,16854,ED,1
166,apache/kafka,linkedin/kafka,17049,MO,1
165,apache/kafka,linkedin/kafka,17050,MO,1
164,apache/kafka,linkedin/kafka,17053,MO,1
202,apache/kafka,linkedin/kafka,16820,ED,1
216,apache/kafka,linkedin/kafka,16745,MO,1
158,apache/kafka,linkedin/kafka,17072,MO,1
205,apache/kafka,linkedin/kafka,16807,MO,1
206,apache/kafka,linkedin/kafka,16790,ED,1
154,apache/kafka,linkedin/kafka,17092,MO,1
153,apache/kafka,linkedin/kafka,17095,SP,1
208,apache/kafka,linkedin/kafka,16787,ED,1
150,apache/kafka,linkedin/kafka,17115,ED,1
149,apache/kafka,linkedin/kafka,17118,MO,1
147,apache/kafka,linkedin/kafka,17146,MO,1
212,apache/kafka,linkedin/kafka,16771,ED,1
143,apache/kafka,linkedin/kafka,17163,ED,1
141,apache/kafka,linkedin/kafka,17168,MO,1
139,apache/kafka,linkedin/kafka,17171,ED,1
215,apache/kafka,linkedin/kafka,16753,MO,1
70,apache/kafka,linkedin/kafka,17583,MO,1
246,apache/kafka,linkedin/kafka,16591,MO,1
268,apache/kafka,linkedin/kafka,16450,SP,1
278,apache/kafka,linkedin/kafka,16372,MO,1
283,apache/kafka,linkedin/kafka,16353,MO,1
284,apache/kafka,linkedin/kafka,16346,MO,1
47,apache/kafka,linkedin/kafka,17702,MO,1
45,apache/kafka,linkedin/kafka,17709,MO,1
44,apache/kafka,linkedin/kafka,17711,ED,1
286,apache/kafka,linkedin/kafka,16344,SP,1
42,apache/kafka,linkedin/kafka,17720,MO,1
269,apache/kafka,linkedin/kafka,16433,ED,1
37,apache/kafka,linkedin/kafka,17739,MO,1
36,apache/kafka,linkedin/kafka,17749,ED,1
291,apache/kafka,linkedin/kafka,16303,MO,1
292,apache/kafka,linkedin/kafka,16300,ED,1
32,apache/kafka,linkedin/kafka,17782,MO,1
30,apache/kafka,linkedin/kafka,17788,MO,1
29,apache/kafka,linkedin/kafka,17805,MO,1
27,apache/kafka,linkedin/kafka,17819,MO,1
26,apache/kafka,linkedin/kafka,17822,MO,1
25,apache/kafka,linkedin/kafka,17834,MO,1
297,apache/kafka,linkedin/kafka,16272,MO,1
20,apache/kafka,linkedin/kafka,17855,MO,1
19,apache/kafka,linkedin/kafka,17856,MO,1
300,apache/kafka,linkedin/kafka,16245,MO,1
302,apache/kafka,linkedin/kafka,16222,ED,1
15,apache/kafka,linkedin/kafka,17889,MO,1
11,apache/kafka,linkedin/kafka,17915,MO,1
10,apache/kafka,linkedin/kafka,17917,MO,1
9,apache/kafka,linkedin/kafka,17919,MO,1
307,apache/kafka,linkedin/kafka,16194,MO,1
308,apache/kafka,linkedin/kafka,16188,ED,1
281,apache/kafka,linkedin/kafka,16359,MO,1
187,apache/kafka,linkedin/kafka,16918,ED,1
270,apache/kafka,linkedin/kafka,16432,ED,1
62,apache/kafka,linkedin/kafka,17625,MO,1
65,apache/kafka,linkedin/kafka,17612,MO,1
58,apache/kafka,linkedin/kafka,17645,MO,1
275,apache/kafka,linkedin/kafka,16384,MO,1
272,apache/kafka,linkedin/kafka,16416,MO,1
64,apache/kafka,linkedin/kafka,17620,ED,1
271,apache/kafka,linkedin/kafka,16421,MO,1
298,apache/kafka,linkedin/kafka,16251,CC,0
207,apache/kafka,linkedin/kafka,16789,CC,0
299,apache/kafka,linkedin/kafka,16249,NA,0
304,apache/kafka,linkedin/kafka,16216,NE,0
260,apache/kafka,linkedin/kafka,16490,NA,0
204,apache/kafka,linkedin/kafka,16817,NA,0
261,apache/kafka,linkedin/kafka,16487,NA,0
203,apache/kafka,linkedin/kafka,16818,CC,0
301,apache/kafka,linkedin/kafka,16229,NE,0
262,apache/kafka,linkedin/kafka,16472,CC,0
296,apache/kafka,linkedin/kafka,16273,NA,0
200,apache/kafka,linkedin/kafka,16829,CC,0
199,apache/kafka,linkedin/kafka,16833,NE,0
257,apache/kafka,linkedin/kafka,16525,NE,0
303,apache/kafka,linkedin/kafka,16217,NA,0
240,apache/kafka,linkedin/kafka,16638,NA,0
305,apache/kafka,linkedin/kafka,16210,NE,0
194,apache/kafka,linkedin/kafka,16858,CC,0
189,apache/kafka,linkedin/kafka,16886,NA,0
312,apache/kafka,linkedin/kafka,16175,NA,0
190,apache/kafka,linkedin/kafka,16876,CC,0
191,apache/kafka,linkedin/kafka,16873,CC,0
192,apache/kafka,linkedin/kafka,16869,NE,0
311,apache/kafka,linkedin/kafka,16181,NA,0
193,apache/kafka,linkedin/kafka,16861,CC,0
310,apache/kafka,linkedin/kafka,16186,CC,0
309,apache/kafka,linkedin/kafka,16187,NE,0
256,apache/kafka,linkedin/kafka,16526,NE,0
195,apache/kafka,linkedin/kafka,16857,NA,0
266,apache/kafka,linkedin/kafka,16455,CC,0
196,apache/kafka,linkedin/kafka,16856,NA,0
265,apache/kafka,linkedin/kafka,16462,NE,0
306,apache/kafka,linkedin/kafka,16197,NA,0
264,apache/kafka,linkedin/kafka,16464,CC,0
197,apache/kafka,linkedin/kafka,16855,NA,0
263,apache/kafka,linkedin/kafka,16466,CC,0
209,apache/kafka,linkedin/kafka,16784,NA,0
211,apache/kafka,linkedin/kafka,16772,NA,0
210,apache/kafka,linkedin/kafka,16777,CC,0
279,apache/kafka,linkedin/kafka,16367,NE,0
228,apache/kafka,linkedin/kafka,16702,NA,0
229,apache/kafka,linkedin/kafka,16692,NE,0
230,apache/kafka,linkedin/kafka,16678,NA,0
245,apache/kafka,linkedin/kafka,16605,NA,0
232,apache/kafka,linkedin/kafka,16663,NE,0
244,apache/kafka,linkedin/kafka,16614,NE,0
234,apache/kafka,linkedin/kafka,16660,NE,0
235,apache/kafka,linkedin/kafka,16657,NE,0
236,apache/kafka,linkedin/kafka,16654,CC,0
285,apache/kafka,linkedin/kafka,16345,NE,0
276,apache/kafka,linkedin/kafka,16376,NE,0
237,apache/kafka,linkedin/kafka,16647,NE,0
277,apache/kafka,linkedin/kafka,16374,NE,0
282,apache/kafka,linkedin/kafka,16358,NE,0
239,apache/kafka,linkedin/kafka,16642,NE,0
241,apache/kafka,linkedin/kafka,16635,CC,0
280,apache/kafka,linkedin/kafka,16366,NE,0
227,apache/kafka,linkedin/kafka,16705,NA,0
247,apache/kafka,linkedin/kafka,16585,NA,0
225,apache/kafka,linkedin/kafka,16711,NE,0
252,apache/kafka,linkedin/kafka,16562,NE,0
255,apache/kafka,linkedin/kafka,16557,NA,0
295,apache/kafka,linkedin/kafka,16282,NA,0
213,apache/kafka,linkedin/kafka,16769,NA,0
214,apache/kafka,linkedin/kafka,16755,NE,0
294,apache/kafka,linkedin/kafka,16283,NE,0
273,apache/kafka,linkedin/kafka,16410,CC,0
293,apache/kafka,linkedin/kafka,16290,NE,0
274,apache/kafka,linkedin/kafka,16407,CC,0
287,apache/kafka,linkedin/kafka,16343,NE,0
250,apache/kafka,linkedin/kafka,16576,NA,0
249,apache/kafka,linkedin/kafka,16580,CC,0
290,apache/kafka,linkedin/kafka,16306,NE,0
221,apache/kafka,linkedin/kafka,16723,NA,0
289,apache/kafka,linkedin/kafka,16337,NA,0
248,apache/kafka,linkedin/kafka,16581,NA,0
223,apache/kafka,linkedin/kafka,16721,NA,0
288,apache/kafka,linkedin/kafka,16342,CC,0
0,apache/kafka,linkedin/kafka,17996,NE,0
186,apache/kafka,linkedin/kafka,16919,NE,0
68,apache/kafka,linkedin/kafka,17599,CC,0
51,apache/kafka,linkedin/kafka,17688,CC,0
52,apache/kafka,linkedin/kafka,17682,NA,0
53,apache/kafka,linkedin/kafka,17674,CC,0
54,apache/kafka,linkedin/kafka,17662,NE,0
55,apache/kafka,linkedin/kafka,17658,CC,0
56,apache/kafka,linkedin/kafka,17657,CC,0
57,apache/kafka,linkedin/kafka,17655,CC,0
59,apache/kafka,linkedin/kafka,17635,CC,0
60,apache/kafka,linkedin/kafka,17632,NA,0
61,apache/kafka,linkedin/kafka,17631,CC,0
63,apache/kafka,linkedin/kafka,17621,CC,0
66,apache/kafka,linkedin/kafka,17607,NE,0
67,apache/kafka,linkedin/kafka,17604,NA,0
69,apache/kafka,linkedin/kafka,17585,CC,0
88,apache/kafka,linkedin/kafka,17471,CC,0
71,apache/kafka,linkedin/kafka,17578,NE,0
72,apache/kafka,linkedin/kafka,17575,NA,0
73,apache/kafka,linkedin/kafka,17572,CC,0
74,apache/kafka,linkedin/kafka,17567,CC,0
77,apache/kafka,linkedin/kafka,17540,NA,0
78,apache/kafka,linkedin/kafka,17532,NE,0
79,apache/kafka,linkedin/kafka,17526,NA,0
80,apache/kafka,linkedin/kafka,17516,NE,0
81,apache/kafka,linkedin/kafka,17515,NE,0
82,apache/kafka,linkedin/kafka,17509,NE,0
83,apache/kafka,linkedin/kafka,17492,NA,0
84,apache/kafka,linkedin/kafka,17490,CC,0
85,apache/kafka,linkedin/kafka,17483,CC,0
50,apache/kafka,linkedin/kafka,17693,CC,0
49,apache/kafka,linkedin/kafka,17696,CC,0
48,apache/kafka,linkedin/kafka,17701,CC,0
46,apache/kafka,linkedin/kafka,17704,CC,0
2,apache/kafka,linkedin/kafka,17971,NE,0
3,apache/kafka,linkedin/kafka,17970,CC,0
4,apache/kafka,linkedin/kafka,17963,NE,0
5,apache/kafka,linkedin/kafka,17959,NE,0
6,apache/kafka,linkedin/kafka,17954,CC,0
7,apache/kafka,linkedin/kafka,17933,NE,0
8,apache/kafka,linkedin/kafka,17924,CC,0
12,apache/kafka,linkedin/kafka,17909,NE,0
13,apache/kafka,linkedin/kafka,17899,NA,0
14,apache/kafka,linkedin/kafka,17898,NE,0
16,apache/kafka,linkedin/kafka,17887,CC,0
17,apache/kafka,linkedin/kafka,17866,NE,0
18,apache/kafka,linkedin/kafka,17863,CC,0
21,apache/kafka,linkedin/kafka,17848,NE,0
22,apache/kafka,linkedin/kafka,17839,NA,0
23,apache/kafka,linkedin/kafka,17838,NA,0
24,apache/kafka,linkedin/kafka,17837,CC,0
28,apache/kafka,linkedin/kafka,17817,NA,0
31,apache/kafka,linkedin/kafka,17785,CC,0
33,apache/kafka,linkedin/kafka,17778,NA,0
34,apache/kafka,linkedin/kafka,17774,NE,0
35,apache/kafka,linkedin/kafka,17755,NE,0
38,apache/kafka,linkedin/kafka,17738,CC,0
39,apache/kafka,linkedin/kafka,17726,NE,0
40,apache/kafka,linkedin/kafka,17724,NE,0
41,apache/kafka,linkedin/kafka,17723,CC,0
43,apache/kafka,linkedin/kafka,17713,NA,0
86,apache/kafka,linkedin/kafka,17476,NE,0
89,apache/kafka,linkedin/kafka,17459,NE,0
184,apache/kafka,linkedin/kafka,16934,NA,0
156,apache/kafka,linkedin/kafka,17085,CC,0
135,apache/kafka,linkedin/kafka,17187,NA,0
136,apache/kafka,linkedin/kafka,17184,NA,0
137,apache/kafka,linkedin/kafka,17178,NE,0
138,apache/kafka,linkedin/kafka,17172,NA,0
140,apache/kafka,linkedin/kafka,17169,NA,0
142,apache/kafka,linkedin/kafka,17164,NA,0
144,apache/kafka,linkedin/kafka,17155,CC,0
145,apache/kafka,linkedin/kafka,17152,CC,0
146,apache/kafka,linkedin/kafka,17148,CC,0
148,apache/kafka,linkedin/kafka,17121,CC,0
151,apache/kafka,linkedin/kafka,17109,NE,0
152,apache/kafka,linkedin/kafka,17106,CC,0
155,apache/kafka,linkedin/kafka,17086,NE,0
1,apache/kafka,linkedin/kafka,17986,CC,0
90,apache/kafka,linkedin/kafka,17455,CC,0
159,apache/kafka,linkedin/kafka,17071,NE,0
160,apache/kafka,linkedin/kafka,17067,NE,0
161,apache/kafka,linkedin/kafka,17065,NA,0
162,apache/kafka,linkedin/kafka,17058,NE,0
163,apache/kafka,linkedin/kafka,17054,NA,0
167,apache/kafka,linkedin/kafka,17031,CC,0
170,apache/kafka,linkedin/kafka,17018,NE,0
174,apache/kafka,linkedin/kafka,16990,NE,0
176,apache/kafka,linkedin/kafka,16982,NA,0
178,apache/kafka,linkedin/kafka,16961,NE,0
180,apache/kafka,linkedin/kafka,16955,CC,0
182,apache/kafka,linkedin/kafka,16953,NA,0
183,apache/kafka,linkedin/kafka,16942,NE,0
133,apache/kafka,linkedin/kafka,17196,NA,0
132,apache/kafka,linkedin/kafka,17200,CC,0
130,apache/kafka,linkedin/kafka,17205,NA,0
129,apache/kafka,linkedin/kafka,17206,NA,0
91,apache/kafka,linkedin/kafka,17447,CC,0
92,apache/kafka,linkedin/kafka,17445,CC,0
93,apache/kafka,linkedin/kafka,17439,NE,0
94,apache/kafka,linkedin/kafka,17434,NA,0
95,apache/kafka,linkedin/kafka,17430,NE,0
96,apache/kafka,linkedin/kafka,17419,CC,0
97,apache/kafka,linkedin/kafka,17417,NA,0
99,apache/kafka,linkedin/kafka,17401,NE,0
100,apache/kafka,linkedin/kafka,17400,CC,0
101,apache/kafka,linkedin/kafka,17393,CC,0
106,apache/kafka,linkedin/kafka,17361,CC,0
107,apache/kafka,linkedin/kafka,17358,CC,0
109,apache/kafka,linkedin/kafka,17343,NA,0
113,apache/kafka,linkedin/kafka,17310,NA,0
114,apache/kafka,linkedin/kafka,17307,NE,0
115,apache/kafka,linkedin/kafka,17305,CC,0
116,apache/kafka,linkedin/kafka,17294,NA,0
117,apache/kafka,linkedin/kafka,17287,NE,0
118,apache/kafka,linkedin/kafka,17280,CC,0
119,apache/kafka,linkedin/kafka,17278,CC,0
121,apache/kafka,linkedin/kafka,17258,CC,0
122,apache/kafka,linkedin/kafka,17239,CC,0
123,apache/kafka,linkedin/kafka,17232,CC,0
124,apache/kafka,linkedin/kafka,17227,CC,0
125,apache/kafka,linkedin/kafka,17221,NE,0
126,apache/kafka,linkedin/kafka,17214,NE,0
127,apache/kafka,linkedin/kafka,17210,CC,0
313,apache/kafka,linkedin/kafka,16171,NA,0
39,apache/kafka,linkedin/kafka,18492,MO,1
56,apache/kafka,linkedin/kafka,18373,MO,1
94,apache/kafka,linkedin/kafka,18146,MO,1
29,apache/kafka,linkedin/kafka,18548,MO,1
49,apache/kafka,linkedin/kafka,18418,MO,1
97,apache/kafka,linkedin/kafka,18123,MO,1
98,apache/kafka,linkedin/kafka,18109,MO,1
83,apache/kafka,linkedin/kafka,18211,MO,1
36,apache/kafka,linkedin/kafka,18509,MO,1
22,apache/kafka,linkedin/kafka,18611,MO,1
76,apache/kafka,linkedin/kafka,18269,MO,1
41,apache/kafka,linkedin/kafka,18486,MO,1
19,apache/kafka,linkedin/kafka,18632,MO,1
54,apache/kafka,linkedin/kafka,18386,MO,1
55,apache/kafka,linkedin/kafka,18382,MO,1
16,apache/kafka,linkedin/kafka,18647,MO,1
74,apache/kafka,linkedin/kafka,18279,MO,1
59,apache/kafka,linkedin/kafka,18340,MO,1
72,apache/kafka,linkedin/kafka,18287,MO,1
10,apache/kafka,linkedin/kafka,18678,SP,1
9,apache/kafka,linkedin/kafka,18681,MO,1
61,apache/kafka,linkedin/kafka,18327,MO,1
71,apache/kafka,linkedin/kafka,18289,MO,1
6,apache/kafka,linkedin/kafka,18714,ED,1
70,apache/kafka,linkedin/kafka,18296,MO,1
64,apache/kafka,linkedin/kafka,18317,MO,1
3,apache/kafka,linkedin/kafka,18735,ED,1
85,apache/kafka,linkedin/kafka,18199,MO,1
93,apache/kafka,linkedin/kafka,18151,MO,1
81,apache/kafka,linkedin/kafka,18221,CC,0
84,apache/kafka,linkedin/kafka,18203,CC,0
82,apache/kafka,linkedin/kafka,18217,NE,0
0,apache/kafka,linkedin/kafka,18758,CC,0
80,apache/kafka,linkedin/kafka,18234,CC,0
79,apache/kafka,linkedin/kafka,18253,NE,0
78,apache/kafka,linkedin/kafka,18262,CC,0
77,apache/kafka,linkedin/kafka,18266,NE,0
73,apache/kafka,linkedin/kafka,18284,NE,0
69,apache/kafka,linkedin/kafka,18303,CC,0
75,apache/kafka,linkedin/kafka,18272,CC,0
91,apache/kafka,linkedin/kafka,18162,NA,0
86,apache/kafka,linkedin/kafka,18192,CC,0
